customer_id,tenure_years,age,region,channel,annual_premium,contacts_last_year,repeat_purchase,lapsed
C002982,6.06,31,north,bank,4085.46,0,0,0
C002983,2.48,30,east,agent,2140.24,2,0,0
C002984,1.98,48,south,bank,1541.47,2,0,0
C002985,6.58,66,east,agent,2829.44,0,1,0
C002986,1.42,32,east,direct,4416.86,3,0,0
C002987,0.45,41,west,broker,11074.78,0,0,0
C002988,3.05,71,west,agent,1846.68,3,0,0
C002989,1.46,35,west,agent,5128.06,3,0,0
C002990,6.83,40,east,agent,1559.99,6,0,0
C002991,4.08,49,east,broker,3269.59,2,0,0
C002992,9.46,41,south,bank,1448.88,1,1,0
C002993,6.05,30,south,agent,6791.43,3,0,0
C002994,9.04,29,west,agent,6607.1,1,0,0
C002995,4.95,56,north,broker,3654.04,1,0,0
C002996,0.98,50,east,agent,2983.29,1,1,0
C002997,5.42,18,south,bank,1935.33,4,1,0
C002998,2.32,46,south,agent,2837.41,3,0,0
C002999,4.11,62,north,bank,1798.25,1,0,0
C003000,3.49,43,west,broker,3305.66,4,0,0
C003001,7.76,41,east,bank,8444.72,1,0,0
C003002,3.26,42,west,bank,1439.78,1,0,0
C003003,2.96,43,south,direct,1600.99,1,0,0
C003004,2.58,45,east,agent,3236.63,1,0,0
C003005,7.07,61,south,agent,4570.14,3,0,1
C003006,6.63,37,west,broker,4347.05,1,0,0
C003007,7.79,33,north,direct,3803.32,5,0,0
C003008,1.8,19,east,agent,3825.83,3,0,0
C003009,5.46,29,south,agent,7523.28,1,0,0
C003010,3.96,45,north,agent,6293.47,2,0,0
C003011,8.14,49,east,agent,1551.6,3,0,0
C003012,3.01,48,west,broker,4380.43,6,0,0
C003013,2.29,35,east,agent,3889.42,3,0,0
C003014,4.47,55,south,direct,3518.9,1,0,0
C003015,4.49,50,north,direct,4078.98,2,1,0
C003016,5.93,66,north,bank,3039.65,2,0,0
C003017,6.33,42,south,direct,3084.56,6,0,0
C003018,13.11,28,north,agent,1151.68,2,1,0
C003019,10.97,48,north,bank,6114.06,0,0,1
C003020,7.47,54,east,bank,2031.26,3,1,0
C003021,4.67,36,east,direct,6190.91,4,0,0
C003022,4.56,19,north,agent,6319.37,2,1,0
C003023,4.36,63,north,direct,1437.24,2,0,0
C003024,4.88,55,west,bank,5395.94,3,0,0
C003025,1.79,35,east,bank,3485.79,1,0,1
C003026,2.73,52,east,bank,2004.95,1,0,0
C003027,2.57,67,east,bank,844.54,3,0,0
C003028,4.3,55,north,direct,7526.71,5,0,0
C003029,5.19,46,east,direct,1657.91,2,1,1
C003030,8.53,32,north,bank,6551.59,4,0,0
C003031,7.23,28,east,agent,3883.05,1,0,1
C003032,8.84,58,north,agent,8560.24,1,0,0
C003033,5.02,49,south,agent,6329.81,5,0,0
C003034,2.6,29,south,bank,10483.29,2,0,0
C003035,8.01,55,east,bank,2281.14,2,0,0
C003036,9.35,43,west,agent,2008.94,2,1,0
C003037,9.05,32,north,agent,6587.77,2,1,0
C003038,8.93,59,east,agent,3776.02,2,0,0
C003039,5.97,57,west,direct,3730.49,1,0,0
C003040,6.17,58,south,broker,11690.96,4,0,0
C003041,10.51,44,east,direct,1502.64,4,0,0
C003042,10.24,44,north,agent,4837.55,2,0,0
C003043,6.31,48,north,agent,2866.7,2,0,1
C003044,1.03,46,west,agent,5747.24,2,1,0
C003045,10.23,65,south,agent,3431.33,1,1,0
C003046,1.27,57,south,agent,6159.35,2,0,0
C003047,2.4,50,west,agent,3812.2,1,0,0
C003048,3.86,62,north,agent,1577.21,3,1,0
C003049,2.96,44,west,bank,1727.47,2,0,0
C003050,4.5,44,west,bank,3329.33,1,0,0
C003051,16.47,28,north,direct,5419.03,4,0,0
C003052,3.94,44,east,agent,6283.83,0,1,0
C003053,0.33,50,south,direct,1366.82,2,0,0
C003054,4.17,32,east,bank,13663.65,6,0,0
C003055,8.07,57,north,agent,1942.25,0,0,0
C003056,6.37,45,south,agent,7509.44,1,0,0
C003057,7.17,65,north,broker,3382.44,2,0,0
C003058,4.75,46,east,agent,5147.54,2,0,0
C003059,5.2,35,south,broker,8226.6,2,0,0
C003060,5.5,46,south,agent,7447.66,3,0,0
C003061,4.62,37,north,agent,2445.29,1,1,0
C003062,2.97,67,south,direct,1530.65,4,0,0
C003063,2.67,61,south,agent,3176.81,0,0,0
C003064,9.3,47,north,bank,7931.63,1,0,0
C003065,2.62,33,south,broker,4114.21,2,0,0
C003066,8.57,28,east,bank,3819.12,1,0,0
C003067,3.43,41,south,broker,2634.63,2,0,0
C003068,10.35,57,south,broker,4266.73,3,0,0
C003069,5.1,52,west,agent,5134.65,3,0,0
C003070,9.4,52,west,agent,5198.36,2,1,0
C003071,1.87,43,west,agent,5570.2,0,0,0
C003072,3.07,47,south,broker,4644.15,0,1,0
C003073,4.05,33,south,bank,3761.26,1,1,0
C003074,6.07,60,east,bank,3373.31,1,0,0
C003075,4.21,45,west,bank,6817.71,1,0,0
C003076,4.74,38,north,agent,1808.93,4,0,0
C003077,5.04,37,east,broker,4633.12,2,0,1
C003078,8.55,53,north,direct,4777.9,4,1,0
C003079,2.91,54,south,direct,5573.01,2,1,0
C003080,4.64,30,north,bank,3551.5,0,0,0
C003081,2.02,51,west,broker,3286.18,0,0,0
C003082,4.97,21,north,agent,6769.83,1,0,0
C003083,5.8,55,west,direct,8347.2,1,0,0
C003084,1.4,46,east,broker,3900.27,0,0,0
C003085,4.52,62,east,direct,1542.48,1,1,0
C003086,7.42,61,south,direct,2313.16,4,0,0
C003087,7.3,56,north,agent,1049.72,3,0,0
C003088,7.28,43,east,agent,14547.81,1,0,0
C003089,3.75,52,south,agent,5413.64,4,0,1
C003090,1.45,47,west,direct,4360.2,2,0,0
C003091,2.83,50,west,bank,2130.42,2,1,0
C003092,1.24,34,east,broker,3039.12,1,0,0
C003093,4.33,28,west,agent,2117.3,2,0,0
C003094,7.61,62,north,agent,6218.15,1,1,0
C003095,4.13,39,west,bank,3225.31,2,0,0
C003096,0.4,55,west,direct,2180.66,2,0,0
C003097,4.29,47,south,direct,4611.75,1,0,0
C003098,9.43,68,north,direct,3547.19,1,1,1
C003099,5.31,41,south,agent,1393.88,1,0,0
C003100,3.98,50,north,bank,4337.11,2,0,0
C003101,7.74,27,north,direct,2919.51,3,0,0
C003102,3.81,49,west,agent,6179.94,1,1,0
C003103,6.16,52,north,agent,3651.16,3,0,0
C003104,6.06,33,west,broker,4131.44,6,0,0
C003105,7.14,43,east,broker,1585.56,2,0,0
C003106,10.16,56,north,bank,3083.1,0,0,0
C003107,8.72,61,north,bank,3851.36,2,0,0
C003108,3.94,53,east,direct,4195.5,1,0,0
C003109,3.73,35,east,direct,9506.73,2,0,0
C003110,3.15,19,south,bank,7521.56,4,0,0
C003111,3.15,56,south,bank,4879.32,2,0,0
C003112,2.47,18,east,agent,3599.49,5,0,0
C003113,0.55,48,west,agent,3632.19,2,1,0
C003114,4.0,38,west,agent,4260.05,2,0,1
C003115,5.83,55,west,agent,1980.99,1,0,0
C003116,3.19,23,east,agent,5856.88,3,1,0
C003117,1.86,40,south,broker,6056.76,3,0,0
C003118,7.05,47,north,agent,1272.71,1,1,0
C003119,3.86,40,south,agent,3041.66,2,0,1
C003120,8.17,73,west,agent,1819.09,4,1,0
C003121,3.89,47,west,bank,6805.71,1,0,1
C003122,7.81,53,south,direct,3622.27,2,1,0
C003123,3.03,46,west,agent,3449.24,2,0,0
C003124,3.68,38,west,agent,3914.49,1,0,0
C003125,7.12,35,south,broker,2091.41,4,0,0
C003126,9.87,60,east,direct,3570.58,1,1,0
C003127,4.13,18,south,direct,2556.24,3,0,0
C003128,2.72,42,east,bank,3974.51,3,0,0
C003129,3.01,35,east,direct,1882.63,0,0,0
C003130,11.54,33,north,direct,2991.69,5,0,0
C003131,3.94,52,west,broker,9016.14,2,0,0
C003132,7.59,46,south,agent,5856.1,3,1,0
C003133,1.54,76,south,broker,7191.27,0,0,0
C003134,18.47,63,west,broker,1472.12,2,1,0
C003135,5.47,55,west,agent,7726.51,3,0,0
C003136,7.33,61,east,broker,4868.23,4,1,0
C003137,1.79,50,south,bank,761.58,1,0,1
C003138,3.7,51,east,bank,3694.19,4,1,0
C003139,5.63,51,east,agent,4071.73,2,0,0
C003140,1.08,46,south,agent,5862.23,2,0,0
C003141,3.64,38,east,bank,2495.04,4,0,1
C003142,2.55,18,south,agent,3801.75,4,0,0
C003143,9.52,22,north,agent,1564.66,2,0,0
C003144,7.82,43,north,broker,1587.41,0,0,0
C003145,1.45,33,south,direct,5426.28,1,0,1
C003146,8.3,31,north,direct,6097.38,2,0,0
C003147,3.53,33,south,agent,10741.13,3,0,0
C003148,1.03,49,west,direct,2954.69,1,0,0
C003149,10.14,39,west,direct,8018.2,0,0,0
C003150,6.36,51,east,direct,1035.14,1,0,0
C003151,2.22,44,south,bank,10487.5,1,0,0
C003152,1.91,52,south,agent,2902.87,2,0,0
C003153,5.53,52,west,bank,2942.88,2,0,0
C003154,13.35,40,east,direct,3840.73,2,1,0
C003155,3.17,57,east,broker,5219.63,1,1,0
C003156,4.03,56,north,agent,3785.05,1,0,0
C003157,1.54,36,west,agent,6392.25,2,0,0
C003158,6.13,31,south,broker,4973.71,1,0,0
C003159,14.42,40,north,agent,5487.45,2,1,0
C003160,1.42,29,west,agent,3208.75,2,0,0
C003161,5.56,24,south,broker,12439.89,3,1,0
C003162,5.38,44,south,agent,2721.1,1,1,0
C003163,10.45,60,north,agent,4616.65,3,1,0
C003164,4.02,51,west,agent,2058.02,0,0,0
C003165,1.94,53,south,agent,2949.1,2,0,0
C003166,2.09,44,west,agent,2420.63,2,0,1
C003167,3.66,67,north,broker,2674.01,1,0,0
C003168,7.04,65,south,broker,3672.47,1,0,0
C003169,2.24,39,west,broker,2327.93,0,0,0
C003170,5.85,64,north,bank,3012.48,3,0,0
C003171,5.98,24,west,agent,9631.71,3,0,0
C003172,3.66,42,east,broker,5729.18,3,0,0
C003173,4.29,27,east,agent,3386.44,2,0,0
C003174,3.98,34,west,broker,2227.08,2,0,0
C003175,21.74,18,north,agent,5679.44,2,1,0
C003176,7.86,36,west,agent,7383.9,2,1,0
C003177,12.76,32,east,bank,4933.53,0,1,0
C003178,6.04,26,east,agent,2771.05,2,0,0
C003179,4.15,45,north,broker,1897.14,4,0,0
C003180,12.58,43,west,broker,1967.52,2,1,0
C003181,11.14,65,west,agent,5030.5,2,1,0
C003182,1.08,41,east,agent,1731.51,4,0,0
C003183,5.66,39,east,bank,6621.02,3,0,0
C003184,2.61,44,west,agent,10926.91,1,0,0
C003185,3.16,45,west,agent,3454.94,3,0,0
C003186,8.74,40,north,broker,5074.6,1,0,0
C003187,1.77,40,south,agent,801.71,2,0,0
C003188,0.67,60,south,direct,4814.99,3,0,1
C003189,5.29,48,east,agent,2736.37,4,0,0
C003190,8.89,48,east,bank,9762.83,2,0,0
C003191,2.77,18,east,direct,2816.73,1,0,0
C003192,13.27,29,north,bank,5447.6,5,0,0
C003193,9.95,38,east,agent,8222.54,5,0,0
C003194,5.98,43,north,agent,2236.18,1,1,0
C003195,8.99,36,west,direct,1807.18,2,0,0
C003196,4.13,64,east,agent,11519.72,6,0,0
C003197,1.35,18,east,broker,3368.44,5,0,0
C003198,4.34,62,south,bank,3898.75,4,0,1
C003199,4.32,45,south,direct,3764.61,1,1,0
C003200,5.55,44,north,direct,6750.59,3,0,1
C003201,9.69,41,south,agent,9172.1,3,0,0
C003202,3.89,34,west,direct,2995.64,3,0,1
C003203,3.47,38,south,agent,2950.53,2,0,0
C003204,2.99,40,west,agent,1262.62,0,0,0
C003205,6.1,46,south,agent,3890.17,2,0,0
C003206,11.48,39,east,agent,6394.93,0,0,0
C003207,10.2,59,north,direct,5386.61,7,1,0
C003208,0.47,51,west,agent,5802.53,0,1,0
C003209,0.66,61,west,bank,4425.68,2,0,0
C003210,1.13,44,south,agent,8369.8,2,0,0
C003211,8.37,27,north,agent,2689.66,0,1,1
C003212,4.16,48,west,broker,15188.55,2,0,0
C003213,3.33,43,south,direct,4863.17,3,0,0
C003214,5.34,54,south,agent,3888.57,0,0,0
C003215,17.21,48,north,bank,2636.87,1,1,0
C003216,7.15,58,north,agent,4243.59,1,0,0
C003217,4.56,54,south,agent,2330.38,2,0,0
C003218,6.9,57,north,direct,5848.08,4,0,0
C003219,4.64,49,east,agent,6946.27,1,0,0
C003220,4.81,36,south,direct,4596.17,4,0,0
C003221,4.48,64,west,bank,12278.57,2,1,0
C003222,5.8,32,north,bank,3535.39,2,0,0
C003223,5.03,55,north,agent,1295.72,2,0,0
C003224,1.5,49,east,agent,2296.05,3,0,0
C003225,3.24,51,south,bank,1025.97,4,0,0
C003226,1.19,46,south,direct,1627.39,1,0,0
C003227,3.8,34,north,agent,2714.56,1,1,0
C003228,18.33,61,west,agent,1380.31,1,1,0
C003229,7.52,34,south,bank,6447.0,2,0,0
C003230,0.85,54,east,bank,7241.96,4,0,1
C003231,0.57,64,south,agent,5112.33,1,0,0
C003232,3.91,28,north,broker,1282.49,1,0,0
C003233,5.48,63,south,direct,5290.69,1,1,0
C003234,9.19,38,north,agent,4734.49,3,1,0
C003235,6.93,18,north,agent,3999.16,3,1,0
C003236,6.31,54,south,direct,1143.48,4,0,0
C003237,5.64,18,west,broker,4103.48,2,0,0
C003238,6.43,59,south,agent,31510.23,0,1,0
C003239,3.71,59,west,agent,1790.5,0,1,0
C003240,1.76,45,south,agent,1273.1,1,0,0
C003241,11.07,36,north,direct,6490.03,1,1,0
C003242,6.86,38,north,bank,1595.45,1,0,1
C003243,2.94,32,west,direct,1839.43,2,0,0
C003244,8.47,43,west,agent,3308.69,2,0,0
C003245,9.65,59,north,direct,2365.58,0,0,0
C003246,2.97,67,west,broker,3304.2,3,0,0
C003247,7.52,18,south,broker,19245.77,4,0,0
C003248,3.2,48,east,direct,3243.93,2,0,0
C003249,0.65,40,east,agent,5999.89,3,0,0
C003250,9.04,31,north,bank,1993.7,2,0,0
C003251,3.83,49,north,bank,928.82,1,0,0
C003252,5.66,44,south,direct,1241.14,3,0,1
C003253,4.22,57,south,bank,6696.3,1,0,0
C003254,6.89,53,east,agent,2514.88,1,1,0
C003255,4.81,40,west,agent,10181.61,0,0,0
C003256,0.15,32,east,bank,2279.31,3,0,0
C003257,2.71,57,east,agent,7562.9,5,0,1
C003258,9.89,49,west,direct,3192.26,2,0,0
C003259,3.6,75,west,agent,3535.79,2,0,0
C003260,12.75,39,east,agent,1559.34,5,0,0
C003261,0.66,45,west,agent,1505.82,3,0,0
C003262,1.34,48,south,bank,2021.13,2,0,0
C003263,2.64,62,south,broker,2999.28,0,1,1
C003264,2.41,27,west,bank,7195.85,2,0,0
C003265,2.63,53,west,agent,3273.55,1,0,0
C003266,5.27,39,north,agent,2790.8,0,1,0
C003267,2.7,36,east,agent,5290.58,0,0,0
C003268,5.74,63,east,agent,1998.44,3,1,0
C003269,6.96,31,west,agent,5256.17,1,0,0
C003270,6.22,61,north,bank,7214.25,3,1,0
C003271,3.05,59,west,agent,1358.52,2,0,0
C003272,6.79,52,north,agent,1892.37,1,0,0
C003273,12.9,34,south,direct,4081.21,1,0,0
C003274,6.31,38,south,bank,3088.17,1,0,0
C003275,5.38,68,south,agent,4710.6,0,1,0
C003276,2.32,61,east,direct,3515.26,2,0,0
C003277,3.25,51,west,bank,5398.08,2,0,0
C003278,1.67,27,south,agent,885.24,4,0,1
C003279,5.43,48,west,bank,3318.22,2,1,0
C003280,7.79,64,west,agent,4625.11,4,0,0
C003281,12.53,36,south,agent,2359.57,1,0,0
C003282,2.81,52,west,agent,3338.57,1,0,0
C003283,3.53,56,west,direct,6654.37,2,0,0
C003284,1.93,26,west,direct,3989.13,4,0,1
C003285,3.56,59,east,agent,2702.0,0,1,0
C003286,8.78,38,south,agent,4730.8,1,1,0
C003287,1.22,31,east,direct,3290.63,4,0,0
C003288,8.71,45,west,bank,7894.97,4,1,0
C003289,6.17,40,north,agent,5212.96,3,0,0
C003290,7.59,33,east,bank,4135.81,1,0,0
C003291,8.28,31,south,bank,3275.16,0,0,0
C003292,3.48,61,west,bank,2849.22,5,0,0
C003293,8.16,82,east,broker,10957.19,2,1,0
C003294,3.37,61,east,direct,2584.24,0,0,0
C003295,1.42,35,south,broker,3999.65,0,0,0
C003296,9.13,42,north,agent,4671.32,2,0,0
C003297,5.51,67,east,agent,2006.63,0,1,0
C003298,23.85,67,north,bank,5674.6,0,1,0
C003299,6.47,27,east,agent,8522.52,1,1,1
C003300,8.4,72,east,agent,6463.45,1,1,0
C003301,5.07,57,east,bank,9387.64,2,1,0
C003302,2.97,60,east,bank,2640.46,2,0,0
C003303,2.78,39,south,direct,3290.29,3,0,0
C003304,1.23,22,west,direct,2474.96,3,0,0
C003305,2.59,35,east,direct,5374.0,2,0,0
C003306,1.24,18,east,agent,4304.58,0,0,0
C003307,12.06,44,north,agent,4929.84,4,1,0
C003308,13.35,63,north,direct,3277.98,3,0,0
C003309,5.84,45,west,broker,6471.13,2,0,1
C003310,8.94,48,north,agent,17042.85,1,1,0
C003311,6.18,64,south,agent,2876.03,2,0,0
C003312,3.48,50,north,bank,1423.87,3,0,0
C003313,1.41,41,west,broker,1113.04,3,0,0
C003314,2.94,40,east,bank,1426.42,0,1,0
C003315,3.22,55,south,agent,8447.83,0,0,1
C003316,11.51,26,south,agent,1010.71,0,0,0
C003317,7.62,51,north,agent,4412.56,5,0,0
C003318,15.86,46,west,direct,6619.12,1,0,0
C003319,3.28,48,west,bank,2309.54,3,1,0
C003320,3.43,56,east,bank,3298.94,2,0,0
C003321,1.1,54,west,broker,4394.73,0,0,0
C003322,6.3,50,north,bank,4058.76,1,0,0
C003323,7.78,40,north,agent,5417.66,1,0,0
C003324,10.62,40,north,agent,4956.57,2,0,0
C003325,5.85,37,east,direct,5430.94,2,0,0
C003326,4.08,47,east,broker,1210.94,2,0,0
C003327,4.94,52,west,bank,2750.92,6,0,0
C003328,0.55,37,east,agent,2355.28,3,0,0
C003329,2.91,48,west,agent,8625.35,2,0,0
C003330,6.61,30,west,direct,4234.97,1,0,0
C003331,4.43,28,north,agent,6116.8,2,1,0
C003332,5.39,57,north,agent,11937.35,2,0,0
C003333,3.34,43,south,agent,3339.47,3,1,1
C003334,10.55,42,north,agent,11124.04,2,0,1
C003335,10.42,24,north,agent,2631.57,3,1,0
C003336,5.35,30,west,broker,6569.38,2,0,0
C003337,2.43,47,south,direct,11814.06,0,0,0
C003338,7.03,51,west,bank,3658.97,0,0,0
C003339,6.3,18,south,broker,1432.71,3,1,0
C003340,9.58,41,west,direct,1461.91,1,1,0
C003341,2.36,32,east,bank,5655.59,2,0,0
C003342,8.24,28,north,direct,986.6,3,0,1
C003343,5.87,69,east,bank,9194.93,3,0,0
C003344,0.4,35,east,agent,3223.36,2,0,0
C003345,2.09,40,east,broker,1540.82,4,0,0
C003346,5.95,44,west,direct,1093.89,2,0,0
C003347,2.21,30,south,direct,4218.7,3,0,1
C003348,7.95,60,north,direct,11539.58,0,1,0
C003349,7.43,41,south,agent,2174.21,4,0,0
C003350,5.02,55,west,agent,2223.48,1,0,0
C003351,1.12,48,east,bank,1022.85,3,0,0
C003352,1.94,55,west,direct,13071.83,1,1,0
C003353,15.93,31,north,agent,4287.28,1,0,0
C003354,5.77,52,north,agent,7175.05,1,0,0
C003355,3.55,37,south,agent,2512.41,3,0,0
C003356,2.56,51,south,bank,8601.23,1,0,0
C003357,5.29,40,south,direct,1710.92,0,1,0
C003358,4.01,39,east,broker,2210.2,3,0,0
C003359,1.91,27,south,direct,1539.11,0,0,1
C003360,4.82,33,east,agent,5723.85,1,0,1
C003361,4.07,42,east,agent,3057.1,2,0,0
C003362,1.92,53,east,bank,4251.77,1,0,0
C003363,4.13,30,east,direct,2481.52,2,0,0
C003364,13.87,82,north,agent,2749.22,1,0,0
C003365,3.81,46,north,agent,1480.71,2,0,0
C003366,6.56,50,east,bank,4227.96,2,0,0
C003367,1.79,52,west,direct,5456.56,0,0,0
C003368,2.77,62,east,broker,3708.22,0,0,0
C003369,8.19,58,north,agent,3578.01,4,1,0
C003370,2.22,58,west,broker,2781.11,1,0,1
C003371,6.39,40,north,bank,2401.21,0,0,0
C003372,4.05,48,east,agent,4909.5,2,1,0
C003373,4.53,36,east,agent,3051.46,1,0,0
C003374,2.05,36,east,direct,2967.24,3,0,0
C003375,7.14,52,east,agent,2034.83,3,0,0
C003376,10.07,49,south,direct,2635.09,2,1,0
C003377,6.36,46,west,agent,2893.96,5,0,0
C003378,4.77,38,north,broker,1720.69,3,0,0
C003379,7.36,60,north,bank,6484.35,2,0,0
C003380,3.52,36,south,bank,2414.12,1,0,0
C003381,9.04,49,west,broker,3462.25,4,0,0
C003382,13.78,55,south,agent,3418.55,3,1,0
C003383,3.9,28,west,broker,1929.12,6,1,0
C003384,5.52,37,west,bank,1847.94,1,0,0
C003385,15.0,60,east,bank,3722.75,3,1,0
C003386,7.68,53,west,agent,5221.21,1,0,0
C003387,2.85,63,west,direct,4424.99,2,0,0
C003388,2.21,45,west,bank,1861.16,0,0,0
C003389,4.76,44,north,agent,2289.23,4,1,0
C003390,2.16,36,south,agent,4583.23,0,1,0
C003391,2.02,36,west,agent,1723.98,1,0,0
C003392,4.35,22,south,agent,5006.6,2,0,0
C003393,4.36,62,north,agent,11776.07,2,0,0
C003394,1.33,54,east,agent,498.2,2,0,0
C003395,8.23,53,south,bank,2734.71,0,0,0
C003396,5.96,33,west,bank,3606.14,4,0,0
C003397,10.02,66,south,bank,8799.99,1,0,0
C003398,20.91,35,north,direct,2730.11,0,1,0
C003399,2.49,23,west,agent,920.79,3,0,0
C003400,1.69,70,east,agent,5514.19,0,0,1
C003401,3.6,20,south,agent,1486.56,1,0,0
C003402,3.37,75,south,broker,2019.17,2,0,0
C003403,6.87,85,south,agent,13753.78,4,1,0
C003404,2.51,52,east,bank,3097.48,3,0,0
C003405,5.16,54,south,bank,10948.99,2,0,0
C003406,10.79,36,north,broker,1515.22,0,0,0
C003407,10.13,42,north,agent,1102.24,4,0,0
C003408,21.23,45,north,direct,4700.9,1,1,0
C003409,8.18,48,east,bank,11811.55,2,0,0
C003410,1.81,70,east,bank,3476.72,0,1,0
C003411,5.19,46,north,agent,3725.39,0,0,0
C003412,10.56,43,north,direct,6298.47,5,0,0
C003413,5.33,55,west,bank,7523.45,1,0,0
C003414,9.67,49,south,direct,1713.7,1,0,0
C003415,12.98,52,east,direct,1865.64,4,0,0
C003416,9.86,28,south,agent,4159.0,1,0,0
C003417,13.78,52,north,agent,5442.69,2,1,0
C003418,4.6,35,north,broker,2141.72,2,0,0
C003419,2.42,56,west,broker,3019.09,2,0,0
C003420,4.7,52,west,broker,1834.46,2,0,0
C003421,2.47,39,east,bank,4840.68,2,0,0
C003422,3.34,64,west,direct,10058.49,1,0,0
C003423,2.7,59,south,agent,3900.35,2,0,0
C003424,1.26,57,west,agent,1889.42,3,0,1
C003425,4.38,41,south,agent,1600.02,0,0,1
C003426,6.92,36,north,direct,2616.54,2,0,0
C003427,5.0,31,west,bank,4567.81,0,0,1
C003428,2.84,42,east,bank,8803.08,3,0,0
C003429,8.86,30,south,bank,4247.86,1,0,0
C003430,8.88,49,east,agent,6147.02,3,0,0
C003431,4.32,40,west,agent,7770.69,2,0,0
C003432,17.02,28,south,agent,4097.1,1,0,0
C003433,5.01,36,north,agent,6712.02,7,0,0
C003434,4.62,38,south,broker,4007.06,2,0,0
C003435,3.7,31,north,direct,2676.1,4,1,0
C003436,4.32,40,east,bank,4808.98,2,0,0
C003437,5.55,48,west,bank,2534.93,2,0,0
C003438,10.69,69,south,direct,1861.88,1,1,0
C003439,0.8,65,south,bank,4860.66,3,0,0
C003440,12.68,40,north,agent,4895.28,1,0,0
C003441,5.53,46,north,bank,2656.22,1,0,0
C003442,1.06,36,south,broker,14800.46,0,0,0
C003443,5.45,57,west,bank,4074.52,4,0,0
C003444,2.61,44,east,bank,7900.78,0,0,0
C003445,6.59,51,west,agent,6042.33,1,0,1
C003446,7.81,38,north,broker,2222.98,3,0,0
C003447,12.66,41,north,agent,5266.49,1,0,0
C003448,1.08,44,west,direct,2587.85,3,1,0
C003449,6.72,35,north,broker,2556.12,2,1,0
C003450,3.65,22,west,broker,2273.68,2,1,0
C003451,4.59,41,south,direct,3467.97,2,0,0
C003452,9.36,31,west,bank,3514.74,2,0,0
C003453,6.03,38,north,agent,6651.83,1,0,0
C003454,2.29,47,east,bank,4906.46,1,0,0
C003455,17.01,51,west,broker,3368.01,3,1,0
C003456,7.34,41,south,agent,4632.66,5,0,0
C003457,0.47,64,east,agent,7479.08,3,1,0
C003458,14.96,49,north,agent,6060.28,2,1,0
C003459,6.38,51,north,direct,7955.57,1,0,0
C003460,0.97,45,west,agent,4603.19,0,0,1
C003461,8.75,36,north,broker,2679.31,3,0,0
C003462,5.67,46,west,agent,4666.23,1,0,0
C003463,14.78,65,south,direct,1771.81,2,0,1
C003464,3.75,28,west,bank,3709.89,0,0,0
C003465,3.61,32,west,broker,7980.34,0,0,0
C003466,2.16,54,west,agent,1529.59,0,0,0
C003467,5.9,39,south,agent,1496.96,3,0,0
C003468,3.34,35,east,broker,5346.35,0,0,0
C003469,4.69,45,east,broker,4813.37,2,0,0
C003470,8.49,39,south,bank,5624.23,6,1,0
C003471,8.01,53,south,agent,3964.62,2,0,0
C003472,6.08,38,east,direct,2962.23,4,0,1
C003473,3.31,45,south,agent,5872.21,0,0,0
C003474,1.47,23,south,bank,4425.69,3,0,0
C003475,2.08,55,south,bank,7878.71,3,0,0
C003476,0.89,52,west,agent,4263.65,1,0,0
C003477,6.34,36,west,direct,1926.77,3,0,1
C003478,7.87,80,south,direct,3991.0,3,1,0
C003479,4.87,38,west,direct,3791.34,1,0,0
C003480,8.06,42,north,agent,2654.67,3,0,0
C003481,1.71,58,east,agent,7413.57,2,0,0
C003482,3.56,58,west,broker,1885.99,1,0,0
C003483,0.56,59,south,bank,6567.92,4,0,0
C003484,6.0,45,north,agent,3651.87,3,0,0
C003485,6.1,53,east,agent,7624.4,2,0,0
C003486,2.07,37,east,agent,7407.57,2,0,0
C003487,5.84,39,east,bank,4076.65,0,0,0
C003488,3.25,38,south,agent,3313.48,3,0,0
C003489,8.39,41,south,agent,2101.93,2,0,0
C003490,3.94,18,west,agent,3420.89,2,0,1
C003491,1.71,41,south,agent,15642.64,2,0,0
C003492,3.76,35,north,agent,2317.49,2,0,0
C003493,5.87,46,north,direct,3586.52,0,0,0
C003494,3.65,32,west,agent,4502.41,2,0,0
C003495,9.85,46,north,bank,1796.61,3,0,0
C003496,2.05,55,east,bank,4561.89,5,1,0
C003497,2.5,54,west,agent,1659.14,2,0,0
C003498,8.34,23,east,agent,2257.43,1,0,0
C003499,3.82,42,north,agent,2978.81,3,1,0
C003500,2.75,38,east,agent,1880.03,1,0,0
C003501,5.04,48,west,broker,2492.19,2,0,0
C003502,3.37,37,west,direct,1538.09,1,0,0
C003503,1.79,52,south,bank,9897.22,2,1,0
C003504,0.11,35,east,broker,3052.85,1,0,0
C003505,2.29,38,west,direct,2663.24,5,0,0
C003506,10.51,47,west,direct,4706.64,2,1,0
C003507,7.93,54,south,agent,3753.4,2,1,0
C003508,6.69,35,west,broker,2910.82,4,0,0
C003509,4.36,38,east,bank,2855.38,2,1,0
C003510,5.87,28,south,agent,4405.29,1,0,0
C003511,5.61,57,east,bank,5720.06,3,0,0
C003512,10.85,41,east,agent,3994.48,3,1,0
C003513,7.48,58,south,direct,1808.97,1,0,0
C003514,4.03,47,north,direct,2386.17,1,0,1
C003515,1.53,23,south,bank,4020.67,0,1,0
C003516,4.3,30,south,bank,7068.32,0,0,0
C003517,5.86,18,west,direct,2683.49,6,0,0
C003518,4.51,54,north,bank,1797.12,0,0,0
