claim_id,assessor_name,claim_type,notification_channel,complexity_score,prior_claims,days_to_report,settled_amount,days_to_settle,leakage_flag
CL003028,A0,motor,phone,4,3,8.6,595.29,24.0,0
CL003029,A16,travel,online,2,1,7.8,3406.69,16.8,0
CL003030,A19,health,online,2,0,5.4,8153.03,15.5,0
CL003031,A12,motor,phone,2,0,3.3,2654.04,26.3,0
CL003032,A22,motor,phone,2,2,14.2,3490.54,17.5,0
CL003033,A6,motor,phone,4,0,7.2,904.75,45.0,1
CL003034,A25,property,broker,1,1,7.2,2273.92,28.4,0
CL003035,A7,property,online,5,0,4.3,2734.04,35.9,0
CL003036,A2,travel,online,2,0,9.1,552.21,19.2,0
CL003037,A24,health,phone,3,1,16.3,5656.51,45.1,1
CL003038,A16,motor,broker,4,0,10.4,4676.65,32.1,0
CL003039,A2,motor,phone,1,0,4.8,1151.92,15.0,0
CL003040,A19,property,online,4,2,4.7,2482.89,32.1,0
CL003041,A1,motor,phone,5,0,2.5,2527.62,34.6,0
CL003042,A12,travel,phone,3,2,1.1,989.38,18.2,0
CL003043,A17,property,broker,3,0,13.0,1736.46,54.1,1
CL003044,A4,motor,phone,3,0,14.7,2221.14,21.8,0
CL003045,A3,health,phone,2,3,16.7,1665.2,38.1,1
CL003046,A5,health,phone,5,1,3.7,1945.91,52.5,1
CL003047,A23,health,phone,5,2,1.1,5072.08,26.8,0
CL003048,A17,health,phone,2,0,1.4,1004.16,37.4,1
CL003049,A21,travel,online,2,2,8.1,1438.92,17.7,0
CL003050,A21,property,phone,3,2,15.3,1872.3,43.3,1
CL003051,A24,property,broker,4,0,9.9,13384.65,49.9,1
CL003052,A23,motor,online,2,2,12.2,543.21,18.7,0
CL003053,A28,travel,broker,5,0,30.0,1880.73,45.4,0
CL003054,A28,health,online,3,0,6.6,3504.1,22.7,0
CL003055,A0,motor,online,3,1,9.0,2035.59,28.5,0
CL003056,A26,health,online,4,1,2.9,7871.13,32.2,0
CL003057,A22,health,phone,1,0,2.5,1443.53,9.8,0
CL003058,A7,property,online,4,0,9.4,14603.5,30.6,0
CL003059,A8,health,online,3,2,8.4,1559.63,26.1,0
CL003060,A28,property,phone,1,0,7.7,1773.43,16.0,0
CL003061,A3,property,online,2,2,5.8,9179.79,19.2,0
CL003062,A3,property,online,3,2,3.0,1464.46,24.0,0
CL003063,A19,property,broker,3,0,6.3,10770.99,21.7,0
CL003064,A11,health,online,2,0,5.0,4315.49,22.2,0
CL003065,A23,motor,online,4,2,5.5,5113.68,43.8,1
CL003066,A12,property,online,4,0,2.8,1673.64,27.8,0
CL003067,A5,property,broker,4,1,4.9,1308.11,24.6,0
CL003068,A22,motor,broker,2,1,6.9,1488.72,18.1,0
CL003069,A12,property,phone,2,1,6.8,1291.3,16.6,0
CL003070,A10,property,online,3,1,7.5,954.79,39.2,1
CL003071,A9,motor,online,2,1,25.3,3875.61,23.0,0
CL003072,A21,health,online,2,1,25.2,409.37,26.3,0
CL003073,A8,motor,online,2,1,6.0,7148.42,17.6,0
CL003074,A4,health,online,4,0,23.7,9197.17,29.4,0
CL003075,A8,property,online,3,0,2.3,2136.95,22.8,0
CL003076,A28,property,phone,5,1,9.6,1970.26,30.4,0
CL003077,A7,health,phone,4,0,19.1,7463.58,32.8,0
CL003078,A29,motor,broker,3,4,2.3,1326.82,28.1,0
CL003079,A19,motor,online,1,1,2.3,3502.75,21.2,0
CL003080,A9,health,phone,4,1,9.4,3717.63,44.0,1
CL003081,A19,property,broker,2,1,11.2,1370.33,23.3,0
CL003082,A12,health,broker,2,1,28.9,1028.55,32.9,0
CL003083,A0,motor,broker,1,0,3.1,2333.96,14.7,0
CL003084,A4,motor,broker,1,2,5.0,1826.57,12.7,0
CL003085,A15,motor,online,2,2,2.0,756.52,18.5,0
CL003086,A20,health,broker,3,1,0.4,1751.44,30.0,0
CL003087,A1,property,online,5,1,16.0,895.29,33.6,0
CL003088,A26,motor,online,3,2,9.7,7891.79,21.2,0
CL003089,A15,travel,broker,2,2,5.1,533.27,17.2,0
CL003090,A14,motor,online,3,1,2.7,2387.23,43.1,1
CL003091,A16,motor,broker,5,1,11.8,6878.16,28.8,0
CL003092,A12,health,online,4,1,39.9,2291.22,34.6,0
CL003093,A19,motor,broker,4,0,3.2,1213.28,23.6,0
CL003094,A23,travel,online,2,0,11.1,1322.85,16.4,0
CL003095,A29,motor,online,4,0,1.6,3691.41,30.8,0
CL003096,A6,travel,broker,4,2,13.3,3664.74,46.1,1
CL003097,A8,motor,phone,1,2,8.0,7453.52,12.8,0
CL003098,A19,property,online,1,1,2.1,1707.09,11.9,0
CL003099,A18,health,broker,1,1,10.0,616.35,25.1,0
CL003100,A8,health,online,1,0,7.5,2344.51,40.2,1
CL003101,A20,motor,online,2,1,2.5,13602.36,26.3,0
CL003102,A23,health,online,2,1,13.0,2330.32,44.3,1
CL003103,A10,motor,online,3,1,30.0,459.09,53.5,1
CL003104,A8,travel,phone,3,0,0.5,2488.48,18.6,0
CL003105,A17,health,broker,2,0,10.0,8953.02,19.3,0
CL003106,A26,property,online,4,1,0.5,3317.05,30.6,0
CL003107,A26,travel,phone,1,1,3.1,1523.33,34.8,1
CL003108,A25,health,phone,4,1,8.5,708.71,28.8,0
CL003109,A2,property,online,5,1,4.1,9912.87,49.9,1
CL003110,A12,motor,online,4,1,22.8,3876.56,56.3,1
CL003111,A17,travel,phone,4,0,12.7,1288.31,27.9,0
CL003112,A13,motor,online,3,0,8.6,7176.78,23.1,0
CL003113,A2,property,online,5,2,2.0,1194.13,27.4,0
CL003114,A4,health,online,5,1,11.2,18254.25,28.7,0
CL003115,A7,property,online,5,0,0.2,2870.78,27.2,0
CL003116,A23,travel,broker,4,0,4.1,6196.31,25.6,0
CL003117,A0,property,online,1,0,2.3,476.67,18.4,0
CL003118,A27,health,online,1,0,7.8,1691.31,13.2,0
CL003119,A20,property,online,1,0,8.8,1246.17,14.1,0
CL003120,A7,travel,phone,5,0,9.0,2611.85,30.2,0
CL003121,A13,property,broker,4,0,9.1,2947.4,30.6,0
CL003122,A24,health,online,2,0,1.8,447.99,21.2,0
CL003123,A19,health,broker,5,1,4.1,12126.65,28.9,0
CL003124,A18,motor,phone,4,1,0.7,16327.86,24.1,0
CL003125,A4,property,online,1,0,8.4,2849.92,22.2,0
CL003126,A7,health,online,1,0,5.3,6308.76,17.3,0
CL003127,A14,health,phone,3,0,7.1,6245.68,25.8,0
CL003128,A2,motor,online,1,1,7.0,749.86,14.2,0
CL003129,A17,health,online,3,2,4.3,2966.45,19.3,0
CL003130,A14,health,online,2,0,14.1,7781.47,21.0,0
CL003131,A12,property,online,2,2,9.4,188050.25,19.9,0
CL003132,A26,property,phone,1,1,3.2,2199.46,12.2,0
CL003133,A15,property,online,5,1,4.5,3060.79,37.0,0
CL003134,A19,health,broker,4,1,13.7,2075.03,31.9,0
CL003135,A12,health,online,4,1,19.7,5066.98,26.7,0
CL003136,A15,health,online,2,0,12.1,1274.72,44.0,1
CL003137,A23,property,broker,1,1,6.9,1495.25,15.3,0
CL003138,A17,property,phone,4,0,7.4,7347.18,26.0,0
CL003139,A19,motor,online,1,0,3.2,638.25,17.9,0
CL003140,A24,motor,phone,2,0,1.8,3164.53,23.6,0
CL003141,A17,motor,broker,3,0,4.8,8338.61,21.8,0
CL003142,A0,health,phone,4,0,8.0,1848.97,28.8,0
CL003143,A7,property,phone,3,0,12.5,1470.64,26.2,0
CL003144,A22,motor,broker,2,0,1.2,1839.06,42.6,1
CL003145,A20,motor,online,3,0,11.5,3527.3,21.8,0
CL003146,A24,motor,broker,4,1,6.2,1513.72,49.0,1
CL003147,A19,motor,phone,1,1,13.4,849.67,18.9,0
CL003148,A10,property,broker,2,1,5.1,593.18,15.5,0
CL003149,A12,motor,online,3,1,1.0,3238.45,19.3,0
CL003150,A0,motor,online,2,3,11.1,63620.0,39.3,0
CL003151,A0,motor,phone,5,0,14.2,1639.15,33.1,0
CL003152,A15,property,online,2,1,3.5,682.28,16.9,0
CL003153,A12,property,online,5,0,0.9,2237.61,30.7,0
CL003154,A8,travel,online,4,0,3.2,359.31,24.5,0
CL003155,A25,health,online,4,0,19.7,851.08,50.5,1
CL003156,A5,property,online,4,1,9.2,655.42,26.9,0
CL003157,A27,property,broker,3,2,17.4,207.41,27.5,0
CL003158,A24,health,phone,4,0,7.4,2262.13,33.8,0
CL003159,A6,health,online,4,0,0.9,2112.93,26.3,0
CL003160,A18,health,online,1,1,0.6,1445.06,15.1,0
CL003161,A3,health,broker,3,5,17.7,1465.61,25.9,0
CL003162,A23,motor,phone,2,1,1.6,236.13,30.1,0
CL003163,A6,travel,phone,3,0,3.1,1262.41,20.0,0
CL003164,A6,motor,online,5,1,4.1,1100.55,50.6,1
CL003165,A27,health,online,1,2,3.4,308.2,12.8,0
CL003166,A5,health,online,5,0,4.9,5466.12,29.4,0
CL003167,A23,property,broker,5,3,7.5,7355.07,52.0,1
CL003168,A18,travel,online,3,0,11.1,7432.69,30.6,0
CL003169,A20,motor,broker,2,1,3.7,5587.48,16.6,0
CL003170,A18,health,phone,4,1,4.6,1058.72,55.4,1
CL003171,A19,health,online,2,2,3.6,3740.15,20.8,0
CL003172,A3,health,online,2,2,6.3,4691.16,23.1,0
CL003173,A28,motor,broker,4,0,16.9,7168.82,28.7,0
CL003174,A22,motor,broker,2,1,11.7,1159.87,24.7,0
CL003175,A29,property,broker,3,1,11.2,4450.28,24.2,0
CL003176,A27,health,broker,3,1,8.4,631.28,20.3,0
CL003177,A23,property,broker,1,1,2.2,634.38,17.2,0
CL003178,A2,motor,phone,5,1,16.0,3454.99,32.1,0
CL003179,A8,motor,online,4,1,20.8,1875.55,44.8,0
CL003180,A14,property,online,5,2,8.2,1924.69,30.1,0
CL003181,A1,motor,phone,4,1,5.4,1163.51,31.2,0
CL003182,A4,health,phone,3,1,11.2,2042.7,26.5,0
CL003183,A23,health,online,1,0,9.1,1492.89,40.0,1
CL003184,A2,property,broker,5,2,12.4,3935.21,52.0,1
CL003185,A6,property,broker,1,0,1.5,3267.65,38.6,1
CL003186,A11,motor,phone,4,0,3.3,1355.52,24.4,0
CL003187,A24,motor,online,2,1,9.6,1108.19,34.7,0
CL003188,A10,motor,phone,1,2,13.5,904.29,16.4,0
CL003189,A11,motor,online,3,0,15.1,4354.58,29.8,0
CL003190,A2,property,online,2,1,12.5,2828.67,21.3,0
CL003191,A26,travel,phone,2,2,4.8,684.22,27.3,0
CL003192,A1,property,broker,5,0,20.2,6753.71,58.3,1
CL003193,A4,property,phone,1,0,6.7,1757.48,16.8,0
CL003194,A21,travel,broker,1,1,0.5,1744.59,15.0,0
CL003195,A12,health,broker,5,0,7.0,996.73,36.7,0
CL003196,A13,property,online,2,1,4.1,1579.39,22.5,0
CL003197,A29,travel,phone,1,2,5.5,520.09,11.7,0
CL003198,A8,travel,phone,4,0,14.9,393.81,28.3,0
CL003199,A19,property,online,2,2,10.5,1358.48,29.9,0
CL003200,A25,property,phone,2,0,28.2,683.84,25.0,0
CL003201,A1,motor,online,1,0,11.6,983.78,19.7,0
CL003202,A19,health,online,2,1,28.1,1757.65,45.5,1
CL003203,A16,property,online,4,1,39.1,694.34,34.1,0
CL003204,A27,property,phone,1,1,25.8,3850.06,18.2,0
CL003205,A3,motor,phone,5,0,0.8,1907.69,48.8,1
CL003206,A26,property,phone,2,2,10.3,1359.18,17.3,0
CL003207,A27,travel,online,3,0,21.2,5817.84,44.9,1
CL003208,A26,health,online,4,0,6.8,1208.19,28.2,0
CL003209,A5,motor,phone,2,1,15.2,5107.05,21.2,0
CL003210,A21,motor,online,2,1,0.0,6377.8,17.5,0
CL003211,A22,property,phone,4,2,4.7,5259.26,23.8,0
CL003212,A4,motor,online,1,0,15.7,5100.7,17.8,0
CL003213,A6,property,phone,1,0,1.0,1374.14,12.3,0
CL003214,A5,motor,online,3,3,7.6,1061.17,22.0,0
CL003215,A9,property,online,1,4,25.4,556.06,17.3,0
CL003216,A6,health,broker,4,0,3.7,3593.96,24.5,0
CL003217,A21,travel,phone,1,3,0.3,747.99,11.9,0
CL003218,A13,property,online,4,0,14.3,6100.0,33.0,0
CL003219,A14,property,phone,1,0,2.2,1573.05,13.8,0
CL003220,A27,motor,online,5,2,15.1,3116.97,40.0,0
CL003221,A14,property,broker,5,1,6.5,8832.53,29.0,0
CL003222,A17,motor,phone,4,1,9.7,2116.35,48.0,1
CL003223,A20,travel,online,5,0,1.8,1031.96,34.7,0
CL003224,A15,health,phone,4,1,4.6,4182.44,26.0,0
CL003225,A10,motor,online,4,0,10.3,1004.62,25.2,0
CL003226,A29,motor,online,3,2,0.8,845.39,41.3,1
CL003227,A5,property,online,3,0,5.7,4209.12,20.4,0
CL003228,A15,health,phone,1,0,3.3,1136.36,16.6,0
CL003229,A23,property,online,5,0,8.3,3303.02,49.5,1
CL003230,A0,property,phone,1,0,3.6,690.51,15.8,0
CL003231,A1,motor,phone,1,1,9.6,966.7,16.3,0
CL003232,A29,motor,online,5,1,3.8,2674.13,36.3,0
CL003233,A29,motor,broker,2,1,2.7,2440.18,18.7,0
CL003234,A14,property,online,2,1,0.1,673.83,16.3,0
CL003235,A21,motor,phone,5,1,9.1,977.24,33.1,0
CL003236,A14,property,online,2,2,1.4,4088.81,22.3,0
CL003237,A27,motor,online,2,0,23.4,1576.32,22.6,0
CL003238,A26,travel,phone,4,0,15.2,5536.74,45.8,1
CL003239,A8,property,broker,2,1,9.7,717.26,18.1,0
CL003240,A1,motor,online,5,1,0.5,3163.08,37.1,0
CL003241,A0,property,online,2,0,6.5,2110.29,16.1,0
CL003242,A26,motor,online,4,0,5.4,9446.12,27.4,0
CL003243,A20,property,broker,5,1,8.8,5764.06,31.5,0
CL003244,A3,motor,broker,5,0,1.3,2140.83,31.0,0
CL003245,A8,property,broker,1,1,4.0,921.41,11.8,0
CL003246,A28,health,online,5,2,20.1,1546.55,53.6,1
CL003247,A15,motor,online,3,0,1.1,6725.1,22.6,0
CL003248,A6,health,phone,4,2,7.0,10872.83,32.6,0
CL003249,A17,property,phone,1,1,5.1,1867.08,14.6,0
CL003250,A15,health,phone,1,0,3.1,1330.74,14.3,0
CL003251,A4,travel,online,4,0,20.1,1795.13,50.7,1
CL003252,A19,motor,phone,4,1,37.8,2464.91,32.3,0
CL003253,A8,health,broker,1,0,6.7,1557.78,25.3,0
CL003254,A10,health,phone,1,0,2.2,2308.43,11.7,0
CL003255,A27,travel,phone,4,1,7.5,9248.65,39.7,0
CL003256,A2,motor,online,1,3,0.8,4152.59,10.0,0
CL003257,A4,property,phone,4,0,3.6,5304.53,23.3,0
CL003258,A19,health,phone,1,1,12.8,514.57,12.7,0
CL003259,A3,motor,broker,1,0,0.7,654.05,14.3,0
CL003260,A1,motor,online,2,1,13.7,683.27,19.4,0
CL003261,A17,motor,broker,5,0,12.6,9237.28,49.9,1
CL003262,A25,motor,online,1,0,9.7,2915.29,21.4,0
CL003263,A15,motor,online,5,2,8.7,891.14,35.4,0
CL003264,A13,motor,online,5,0,0.4,846.48,26.3,0
CL003265,A16,motor,phone,1,0,7.3,2992.87,34.1,1
CL003266,A6,property,phone,4,3,1.0,4188.44,34.1,0
CL003267,A12,motor,online,4,0,20.9,6231.39,33.8,0
CL003268,A24,motor,online,5,0,4.8,6854.16,33.8,0
CL003269,A7,property,phone,4,2,6.6,317.88,33.7,0
CL003270,A11,property,broker,5,1,0.8,4148.75,28.1,0
CL003271,A13,property,online,1,3,10.5,4707.5,17.3,0
CL003272,A14,motor,phone,2,0,3.5,910.39,17.0,0
CL003273,A17,property,online,3,0,0.7,3933.93,35.1,0
CL003274,A21,motor,online,2,1,1.9,1114.73,36.5,1
CL003275,A28,health,online,1,2,10.7,47464.0,19.1,0
CL003276,A21,motor,phone,4,0,23.2,1856.58,33.7,0
CL003277,A3,motor,online,5,1,2.4,594.67,27.5,0
CL003278,A28,travel,online,5,0,9.1,1345.52,34.4,0
CL003279,A0,motor,phone,1,1,9.8,2307.5,19.5,0
CL003280,A29,motor,phone,1,1,9.6,5123.86,36.5,1
CL003281,A10,motor,phone,4,2,6.7,2510.74,37.5,0
CL003282,A4,property,online,4,0,7.1,2024.9,28.6,0
CL003283,A12,health,online,1,0,6.5,190.77,14.9,0
CL003284,A29,health,online,1,1,13.7,2932.07,19.5,0
CL003285,A24,motor,online,3,3,15.5,272.5,41.3,1
CL003286,A16,health,online,3,0,4.2,5001.51,24.9,0
CL003287,A1,property,online,4,0,3.5,1063.87,26.2,0
CL003288,A20,motor,online,2,3,8.4,826.08,17.2,0
CL003289,A3,health,phone,2,2,5.3,4110.17,25.2,0
CL003290,A18,health,broker,3,0,24.4,2742.24,33.0,0
CL003291,A13,motor,online,1,1,4.7,308.57,15.8,0
CL003292,A9,property,online,3,2,1.5,6015.81,22.8,0
CL003293,A1,property,online,2,0,15.3,506.87,34.5,0
CL003294,A23,travel,phone,3,0,6.4,1850.32,20.6,0
CL003295,A19,property,broker,2,3,6.4,2425.59,18.3,0
CL003296,A6,travel,phone,1,1,4.5,2016.51,16.3,0
CL003297,A25,motor,phone,1,0,15.0,2459.84,18.1,0
CL003298,A22,property,broker,3,0,9.1,9247.18,22.8,0
CL003299,A28,property,online,4,0,22.1,8806.4,49.5,1
CL003300,A16,health,online,2,0,0.9,609.15,23.6,0
CL003301,A12,property,online,4,0,2.2,779.7,55.4,1
CL003302,A7,health,online,3,0,8.4,1007.27,20.4,0
CL003303,A16,health,online,2,1,2.9,824.33,22.3,0
CL003304,A3,motor,broker,3,1,1.3,2474.1,22.7,0
CL003305,A16,health,phone,3,1,6.5,5207.73,30.7,0
CL003306,A26,health,online,3,1,16.2,3995.0,22.5,0
CL003307,A10,health,broker,5,1,4.3,1714.68,30.2,0
CL003308,A0,motor,broker,2,1,15.9,2121.01,22.3,0
CL003309,A8,travel,online,2,1,5.4,4880.47,16.5,0
CL003310,A21,motor,broker,2,2,5.0,7790.71,14.6,0
CL003311,A7,property,online,4,0,3.3,3077.96,28.7,0
CL003312,A11,travel,phone,4,0,1.2,4225.82,45.2,1
CL003313,A22,motor,phone,3,0,7.4,4887.65,34.6,0
CL003314,A4,motor,broker,5,1,21.0,16259.96,38.8,0
CL003315,A2,health,phone,5,0,9.9,4177.45,41.3,0
CL003316,A22,motor,online,3,0,13.7,8835.78,29.3,0
CL003317,A16,motor,phone,1,2,3.7,3320.12,27.0,0
CL003318,A3,motor,online,1,1,5.9,1028.9,13.7,0
CL003319,A29,motor,phone,2,1,3.3,832.67,19.3,0
CL003320,A27,property,phone,2,0,3.5,1716.37,15.1,0
CL003321,A15,property,phone,1,1,2.7,142024.0,11.1,0
CL003322,A28,property,online,3,0,9.9,4001.27,43.4,1
CL003323,A5,health,broker,5,1,19.2,1086.09,32.3,0
CL003324,A0,motor,online,5,1,13.9,14369.94,35.2,0
CL003325,A12,property,online,3,1,8.9,4204.96,29.7,0
CL003326,A27,travel,phone,5,0,4.9,9123.25,34.2,0
CL003327,A1,motor,online,4,1,6.7,2830.02,26.0,0
CL003328,A4,property,phone,3,1,8.0,2003.98,32.3,0
CL003329,A27,property,phone,5,1,0.9,2136.68,48.3,1
CL003330,A8,property,phone,1,2,6.5,243.59,32.9,0
CL003331,A20,travel,online,3,2,5.3,2482.86,22.2,0
CL003332,A2,health,online,3,1,12.0,5141.21,46.5,1
CL003333,A0,motor,phone,4,1,6.6,1839.38,23.9,0
CL003334,A22,travel,online,3,2,14.3,3899.94,31.7,0
CL003335,A9,health,online,2,1,3.0,2990.29,19.4,0
CL003336,A9,motor,broker,1,1,2.9,2405.6,13.9,0
CL003337,A25,health,phone,5,2,21.0,3788.43,36.6,0
CL003338,A9,motor,online,4,0,8.6,4355.33,28.2,0
CL003339,A4,motor,phone,1,1,1.6,1071.85,14.8,0
CL003340,A7,health,online,3,0,3.5,923.59,20.8,0
CL003341,A0,property,online,1,1,4.4,2104.12,15.8,0
CL003342,A22,motor,phone,5,1,15.1,1369.2,51.5,1
CL003343,A18,health,online,1,0,1.1,517.89,19.6,0
CL003344,A29,motor,online,2,1,18.6,1329.7,19.1,0
CL003345,A29,travel,online,2,1,5.0,872.16,15.2,0
CL003346,A29,travel,online,5,0,5.6,3792.9,26.6,0
CL003347,A15,health,online,2,0,8.2,2740.13,27.7,0
CL003348,A5,motor,online,3,1,11.7,516.82,20.2,0
CL003349,A22,motor,phone,1,2,1.7,1552.68,11.8,0
CL003350,A4,health,online,3,0,5.5,5237.07,49.3,1
CL003351,A0,motor,online,2,1,3.9,4562.66,16.1,0
CL003352,A27,health,online,3,1,1.4,2587.18,17.8,0
CL003353,A15,motor,online,3,1,11.4,8546.81,33.8,0
CL003354,A13,motor,online,4,1,5.7,5276.38,31.6,0
CL003355,A7,travel,online,2,3,1.5,1724.31,19.2,0
CL003356,A16,health,phone,3,0,8.4,4493.39,20.0,0
CL003357,A0,motor,phone,4,1,5.1,931.83,25.1,0
CL003358,A29,motor,phone,5,1,15.6,3128.15,39.6,0
CL003359,A20,property,phone,5,1,1.9,3784.02,28.1,0
CL003360,A6,motor,online,4,3,7.5,5163.04,49.7,1
CL003361,A1,motor,phone,4,2,14.0,291.56,33.6,0
CL003362,A22,property,online,1,1,9.3,3495.1,11.7,0
CL003363,A18,motor,broker,4,1,10.6,4420.31,27.6,0
CL003364,A5,motor,online,3,0,1.5,18045.34,18.8,0
CL003365,A16,travel,online,3,3,8.1,1332.13,50.0,1
CL003366,A0,motor,phone,5,3,10.8,5007.79,32.5,0
CL003367,A28,motor,online,4,0,17.3,3260.14,34.5,0
CL003368,A24,property,phone,4,1,10.3,5149.19,26.5,0
CL003369,A27,motor,phone,5,1,8.9,6589.93,32.2,0
CL003370,A1,motor,online,1,0,15.6,1683.7,23.9,0
CL003371,A28,health,online,5,0,14.8,4224.61,40.4,0
CL003372,A29,health,phone,3,1,2.0,6183.68,18.8,0
CL003373,A27,motor,online,2,2,1.6,25301.0,25.8,0
CL003374,A5,property,broker,4,1,14.9,3009.75,48.4,0
CL003375,A7,health,phone,2,0,0.6,7488.34,20.5,0
CL003376,A0,health,online,3,1,5.4,950.5,25.9,0
CL003377,A19,motor,broker,1,1,2.9,1756.1,18.1,0
CL003378,A7,motor,online,3,0,4.4,105946.0,19.5,0
CL003379,A13,health,broker,2,1,8.9,1820.22,39.2,1
CL003380,A18,motor,phone,4,0,9.0,6188.57,25.9,0
CL003381,A3,travel,phone,4,1,23.3,853.92,33.0,0
CL003382,A11,motor,online,2,1,17.9,2567.49,23.6,0
CL003383,A22,health,online,3,0,18.3,1406.77,25.5,0
CL003384,A15,property,phone,1,0,3.5,1536.57,12.5,0
CL003385,A21,motor,phone,3,1,4.8,739.19,41.0,1
CL003386,A27,property,phone,2,1,13.3,606.82,19.7,0
CL003387,A8,motor,online,4,4,11.6,7683.21,48.9,1
CL003388,A19,travel,broker,1,0,9.4,4259.87,18.7,0
CL003389,A26,health,online,1,1,2.5,231.36,12.9,0
CL003390,A20,motor,broker,4,1,9.4,5782.32,32.3,0
CL003391,A3,motor,online,4,1,3.7,4238.95,30.8,0
CL003392,A29,health,online,3,0,24.3,1289.83,25.4,0
CL003393,A2,motor,phone,1,0,7.5,886.86,15.7,0
CL003394,A7,motor,online,2,1,5.8,877.59,14.8,0
CL003395,A10,health,online,5,0,8.3,3472.7,29.2,0
CL003396,A24,motor,online,5,0,3.8,1925.38,28.0,0
CL003397,A22,property,broker,5,4,13.3,13604.25,60.0,1
CL003398,A5,property,phone,4,1,6.5,1282.3,30.4,0
CL003399,A2,property,broker,1,0,4.3,714.64,11.5,0
CL003400,A17,motor,online,5,2,4.2,1655.74,40.8,0
CL003401,A28,property,broker,3,2,9.1,3148.48,25.5,0
CL003402,A2,motor,broker,3,0,13.2,12606.96,25.4,0
CL003403,A14,health,online,5,2,8.7,4323.3,32.0,0
CL003404,A3,motor,online,3,2,17.7,12151.34,24.3,0
CL003405,A6,property,online,1,2,11.2,1623.2,36.1,0
CL003406,A13,travel,online,1,1,61.1,1752.85,36.7,0
CL003407,A0,property,online,4,0,4.0,14778.12,30.7,0
CL003408,A9,travel,online,5,1,3.9,86890.0,49.5,1
CL003409,A13,motor,online,2,0,8.8,2130.35,21.8,0
CL003410,A19,property,online,1,3,5.2,4410.17,11.3,0
CL003411,A22,health,phone,5,1,4.6,4832.96,29.1,0
CL003412,A23,health,online,1,0,5.6,1481.29,47.9,1
CL003413,A15,travel,online,2,0,10.9,13705.09,31.1,0
CL003414,A7,motor,online,2,0,8.8,777.18,17.2,0
CL003415,A23,motor,phone,4,0,19.3,1758.59,36.8,0
CL003416,A28,health,online,3,0,15.5,2526.58,21.2,0
CL003417,A12,travel,broker,1,1,7.5,1055.12,14.0,0
CL003418,A25,health,broker,4,2,5.0,3668.17,45.9,1
CL003419,A4,motor,online,4,0,1.8,6461.73,25.6,0
CL003420,A7,motor,phone,5,0,11.1,1215.14,31.6,0
CL003421,A3,travel,online,3,1,21.5,1109.45,26.1,0
CL003422,A1,health,phone,1,1,3.8,149.67,11.2,0
CL003423,A4,property,phone,5,0,9.4,2136.01,34.6,0
CL003424,A19,property,online,5,1,21.5,389.25,34.5,0
CL003425,A23,motor,phone,3,2,5.5,1501.89,29.8,0
CL003426,A1,property,phone,2,0,16.6,1591.96,20.8,0
CL003427,A11,motor,broker,1,0,4.7,1914.61,12.9,0
CL003428,A26,travel,phone,2,1,6.6,544.67,18.7,0
CL003429,A6,motor,online,5,1,8.4,2150.13,40.6,0
CL003430,A12,motor,broker,3,0,2.5,5182.58,19.2,0
CL003431,A10,property,phone,5,1,43.3,2785.41,41.0,0
CL003432,A7,motor,online,1,0,1.9,3174.64,21.5,0
CL003433,A6,travel,broker,3,0,0.1,3209.56,19.0,0
CL003434,A7,motor,online,5,0,17.7,3631.72,32.7,0
CL003435,A25,property,broker,1,1,2.9,2725.94,36.6,1
CL003436,A5,motor,phone,5,1,5.6,807.82,29.3,0
CL003437,A24,health,phone,5,0,8.2,7105.2,57.6,0
CL003438,A19,property,broker,1,1,6.0,16117.0,35.6,1
CL003439,A2,property,phone,5,0,9.4,1352.3,29.6,0
CL003440,A0,travel,phone,3,1,9.2,1445.69,23.3,0
CL003441,A7,property,broker,1,0,1.4,5652.15,17.8,0
CL003442,A15,health,phone,3,1,4.4,10589.71,42.5,1
CL003443,A4,property,online,1,0,2.5,947.31,12.8,0
CL003444,A16,health,phone,5,0,1.8,2391.56,31.4,0
CL003445,A15,travel,online,5,1,13.4,3267.54,44.3,0
CL003446,A2,motor,online,4,0,4.4,412.2,25.4,0
CL003447,A22,motor,phone,2,1,3.4,2509.54,22.8,0
CL003448,A6,property,phone,3,1,5.5,251.61,22.1,0
CL003449,A9,motor,online,4,2,3.9,2190.93,37.8,0
CL003450,A5,health,online,2,0,5.0,744.9,27.2,0
CL003451,A6,health,online,2,0,8.2,755.16,21.4,0
CL003452,A1,travel,online,1,3,12.2,2212.92,19.9,0
CL003453,A5,property,phone,5,1,3.0,12269.24,29.6,0
CL003454,A24,motor,online,1,0,7.8,1559.81,14.4,0
CL003455,A9,property,online,2,0,2.0,1805.86,20.2,0
CL003456,A19,motor,phone,3,0,22.8,7931.18,52.5,1
CL003457,A29,property,online,3,0,2.6,2537.66,22.0,0
CL003458,A13,motor,broker,3,2,12.4,3913.43,26.5,0
CL003459,A20,health,broker,1,1,6.6,2013.66,18.6,0
CL003460,A2,property,online,5,0,4.4,23511.93,30.8,0
CL003461,A0,motor,online,1,1,7.3,1965.58,17.3,0
CL003462,A14,health,online,4,1,9.0,10062.3,47.8,1
CL003463,A0,motor,online,4,0,4.3,1471.42,27.7,0
CL003464,A9,motor,phone,5,0,7.5,3209.99,34.8,0
CL003465,A26,health,online,4,2,2.0,11516.55,28.3,0
